Instance,Cost_Best,Cost_Worst,Cost_Avg,Time_Best_ms,Time_Worst_ms,Time_Avg_ms,Improvement_Best_%,Improvement_Worst_%,Improvement_Avg_%,Runs_Completed
i080-205.stp,4475.0,4475.0,4475.0,453.946,481.248,463.356,2.23,1.95,2.04,10
i080-211.stp,3545.0,3545.0,3545.0,396.853,403.852,399.663,0.0,0.0,0.0,10
i080-212.stp,3353.0,3353.0,3353.0,361.353,363.906,362.827,0.0,0.0,0.0,10
i080-213.stp,3076.0,3076.0,3076.0,245.665,247.167,246.187,0.0,0.0,0.0,10
i080-214.stp,3258.0,3258.0,3258.0,340.075,345.41,342.201,0.0,0.0,0.0,10
i080-215.stp,3477.0,3477.0,3477.0,365.304,367.303,366.28,0.0,0.0,0.0,10
i080-221.stp,2427.0,2427.0,2427.0,432.975,435.147,433.805,0.0,0.0,0.0,10
i080-222.stp,2377.0,2377.0,2377.0,450.558,453.314,451.846,0.0,0.0,0.0,10
i080-223.stp,2400.0,2400.0,2400.0,439.395,442.99,440.72,0.0,0.0,0.0,10
i080-224.stp,2405.0,2405.0,2405.0,441.488,444.09,442.526,0.0,0.0,0.0,10
i080-225.stp,2392.0,2392.0,2392.0,417.704,419.238,418.447,0.0,0.0,0.0,10
i080-231.stp,4198.0,4198.0,4198.0,310.167,314.749,312.248,0.0,0.0,0.0,10
i080-232.stp,3984.0,3984.0,3984.0,349.114,370.739,361.911,8.81,6.43,6.91,10
i080-233.stp,4044.0,4044.0,4044.0,535.919,549.338,542.635,4.98,2.34,3.32,10
i080-234.stp,3481.0,3481.0,3481.0,419.875,454.675,437.349,8.03,5.89,6.96,10
i080-235.stp,4339.0,4339.0,4339.0,738.594,826.928,769.148,7.31,2.23,5.3,10
i080-241.stp,2971.0,2971.0,2971.0,375.431,381.96,376.955,0.0,0.0,0.0,10
i080-242.stp,3064.0,3064.0,3064.0,405.606,408.472,406.722,0.0,0.0,0.0,10
i080-243.stp,2883.0,2883.0,2883.0,398.095,400.053,399.07,0.0,0.0,0.0,10
i080-244.stp,3065.0,3065.0,3065.0,460.816,464.301,462.235,0.0,0.0,0.0,10
i080-245.stp,2959.0,2959.0,2959.0,365.398,369.958,366.609,0.0,0.0,0.0,10
i080-301.stp,5519.0,5519.0,5519.0,1066.35,1155.571,1122.53,11.41,0.4,5.4,10
i080-302.stp,5852.0,5854.0,5853.0,727.187,817.387,763.184,1.96,0.0,1.04,10
i080-303.stp,5763.0,5770.0,5767.3,612.558,645.151,625.773,3.37,0.0,1.57,10
i080-304.stp,5385.0,5385.0,5385.0,1274.89,1359.919,1320.598,11.55,7.57,9.59,10
i080-305.stp,5718.0,5718.0,5718.0,711.419,763.351,739.804,4.87,1.63,2.63,10
i080-311.stp,4254.0,4254.0,4254.0,643.123,663.834,653.358,0.14,0.0,0.13,10
i080-312.stp,4325.0,4325.0,4325.0,992.51,1011.693,1004.783,0.14,0.14,0.14,10
i080-313.stp,4451.0,4451.0,4451.0,721.826,729.138,724.343,0.11,0.11,0.11,10
i080-314.stp,4250.0,4250.0,4250.0,540.388,544.586,542.402,0.0,0.0,0.0,10
i080-315.stp,4044.0,4044.0,4044.0,414.654,420.177,416.297,0.0,0.0,0.0,10
i080-321.stp,2995.0,2995.0,2995.0,628.04,633.521,630.479,0.0,0.0,0.0,10
i080-322.stp,2992.0,2992.0,2992.0,630.212,635.009,631.872,0.0,0.0,0.0,10
i080-323.stp,2981.0,2981.0,2981.0,635.778,639.57,637.545,0.0,0.0,0.0,10
i080-324.stp,2989.0,2989.0,2989.0,634.208,640.198,636.401,0.0,0.0,0.0,10
i080-325.stp,3019.0,3019.0,3019.0,622.597,632.092,626.01,0.0,0.0,0.0,10
i080-331.stp,4983.0,5002.0,4998.2,519.931,551.506,537.006,1.83,1.46,1.56,10
i080-332.stp,5016.0,5016.0,5016.0,857.22,926.621,891.647,5.13,3.22,4.76,10
i080-333.stp,4951.0,4951.0,4951.0,732.557,781.398,756.38,2.29,2.29,2.29,10
i080-334.stp,5240.0,5258.0,5243.7,1510.984,1629.089,1570.325,7.16,0.38,3.88,10
i080-335.stp,4678.0,4678.0,4678.0,549.919,593.607,568.942,2.13,2.13,2.13,10
i080-341.stp,3744.0,3744.0,3744.0,516.282,522.068,518.23,0.0,0.0,0.0,10
i080-342.stp,3667.0,3667.0,3667.0,478.502,484.043,480.98,0.0,0.0,0.0,10
i080-343.stp,4005.0,4005.0,4005.0,680.19,685.165,682.786,0.0,0.0,0.0,10
i080-344.stp,4108.0,4108.0,4108.0,687.365,692.109,689.219,0.0,0.0,0.0,10
i080-345.stp,3759.0,3759.0,3759.0,541.199,545.423,543.076,0.0,0.0,0.0,10
i160-001.stp,2478.0,2478.0,2478.0,205.301,218.874,213.719,0.0,0.0,0.0,10
i160-002.stp,2455.0,2455.0,2455.0,227.645,231.459,229.028,0.0,0.0,0.0,10
i160-003.stp,2477.0,2477.0,2477.0,241.747,242.93,242.345,7.75,0.0,4.65,10
i160-004.stp,2086.0,2086.0,2086.0,153.433,154.474,153.918,0.0,0.0,0.0,10
i160-005.stp,2296.0,2296.0,2296.0,143.94,144.633,144.393,0.0,0.0,0.0,10
i160-011.stp,1579.0,1579.0,1579.0,163.544,164.652,164.238,0.0,0.0,0.0,10
i160-012.stp,1760.0,1760.0,1760.0,231.184,232.842,231.711,0.0,0.0,0.0,10
i160-013.stp,1494.0,1494.0,1494.0,153.286,155.119,153.855,0.0,0.0,0.0,10
i160-014.stp,1666.0,1666.0,1666.0,184.195,185.193,184.682,0.0,0.0,0.0,10
i160-015.stp,1657.0,1657.0,1657.0,188.398,189.786,188.827,0.0,0.0,0.0,10
i160-021.stp,1111.0,1111.0,1111.0,280.019,282.233,280.865,0.0,0.0,0.0,10
i160-022.stp,1106.0,1106.0,1106.0,265.924,267.886,266.59,0.0,0.0,0.0,10
i160-023.stp,1094.0,1094.0,1094.0,310.141,311.913,310.893,0.0,0.0,0.0,10
i160-024.stp,1100.0,1100.0,1100.0,279.874,289.029,281.427,0.0,0.0,0.0,10
i160-025.stp,1089.0,1089.0,1089.0,279.902,281.675,280.676,0.0,0.0,0.0,10
i160-031.stp,1773.0,1773.0,1773.0,97.903,98.698,98.293,0.0,0.0,0.0,10
i160-032.stp,2487.0,2487.0,2487.0,172.2,174.607,173.134,0.0,0.0,0.0,10
i160-033.stp,1864.0,1864.0,1864.0,148.108,149.176,148.758,0.0,0.0,0.0,10
i160-034.stp,2013.0,2013.0,2013.0,219.112,220.745,219.91,0.0,0.0,0.0,10
i160-035.stp,2161.0,2161.0,2161.0,619.073,644.161,633.701,4.76,0.64,2.7,10
i160-041.stp,1364.0,1364.0,1364.0,302.911,305.667,304.084,0.0,0.0,0.0,10
i160-042.stp,1466.0,1466.0,1466.0,405.112,409.933,406.82,0.0,0.0,0.0,10
i160-043.stp,1188.0,1188.0,1188.0,146.607,148.554,147.408,0.0,0.0,0.0,10
i160-044.stp,1388.0,1388.0,1388.0,306.698,308.868,307.813,0.0,0.0,0.0,10
i160-045.stp,1463.0,1463.0,1463.0,367.949,369.64,368.549,0.0,0.0,0.0,10
i160-101.stp,3667.0,3667.0,3667.0,592.066,624.42,607.064,7.33,0.0,3.44,10
i160-102.stp,3564.0,3564.0,3564.0,502.321,512.719,507.344,2.84,2.84,2.84,10
i160-103.stp,3837.0,3837.0,3837.0,391.224,422.111,406.252,2.91,2.91,2.91,10
i160-104.stp,3938.0,3938.0,3938.0,643.335,685.749,657.505,4.95,3.0,3.78,10
i160-105.stp,3563.0,3563.0,3563.0,536.506,574.607,556.496,7.6,2.52,4.57,10
i160-111.stp,2703.0,2703.0,2703.0,386.119,391.929,388.262,0.0,0.0,0.0,10
i160-112.stp,2848.0,2848.0,2848.0,450.398,452.859,451.592,0.0,0.0,0.0,10
i160-113.stp,2841.0,2841.0,2841.0,432.509,436.103,433.975,0.0,0.0,0.0,10
i160-114.stp,2760.0,2760.0,2760.0,739.583,798.973,764.842,3.12,3.12,3.12,10
i160-115.stp,2482.0,2482.0,2482.0,270.314,273.616,272.193,0.0,0.0,0.0,10
i160-121.stp,1809.0,1809.0,1809.0,555.74,560.183,558.0,0.0,0.0,0.0,10
i160-122.stp,1805.0,1805.0,1805.0,543.133,547.107,544.261,0.0,0.0,0.0,10
i160-123.stp,1795.0,1795.0,1795.0,545.952,548.965,547.305,0.0,0.0,0.0,10
i160-124.stp,1797.0,1797.0,1797.0,541.997,546.153,543.98,0.0,0.0,0.0,10
i160-125.stp,1801.0,1801.0,1801.0,593.845,598.049,595.958,0.0,0.0,0.0,10
i160-131.stp,3284.0,3284.0,3284.0,589.935,610.27,599.756,2.78,2.78,2.78,10
i160-132.stp,3396.0,3396.0,3396.0,567.058,608.694,581.007,2.86,2.39,2.77,10
i160-133.stp,3565.0,3565.0,3565.0,708.238,747.245,720.199,5.29,0.47,2.66,10
i160-134.stp,3254.0,3254.0,3254.0,530.835,562.483,550.988,0.4,0.4,0.4,10
i160-135.stp,3826.0,3826.0,3826.0,326.019,329.577,327.114,0.0,0.0,0.0,10
i160-141.stp,2061.0,2061.0,2061.0,483.476,487.157,484.908,0.0,0.0,0.0,10
i160-142.stp,2244.0,2244.0,2244.0,581.187,585.915,582.52,0.0,0.0,0.0,10
i160-143.stp,2132.0,2132.0,2132.0,310.276,312.587,311.191,0.0,0.0,0.0,10
i160-144.stp,2265.0,2265.0,2265.0,603.629,612.948,606.146,0.0,0.0,0.0,10
i160-145.stp,2342.0,2342.0,2342.0,567.709,569.836,568.667,0.0,0.0,0.0,10
i160-201.stp,6923.0,6923.0,6923.0,2182.15,2313.565,2271.84,6.77,4.26,5.44,10
i160-202.stp,6843.0,6843.0,6843.0,1983.369,2136.534,2057.974,7.36,1.43,4.24,10
i160-203.stp,7233.0,7270.0,7242.9,2351.102,2686.352,2446.751,9.99,3.58,6.45,10
i160-204.stp,7035.0,7035.0,7035.0,1550.76,1715.727,1616.237,7.47,2.51,4.45,10
i160-205.stp,7122.0,7123.0,7122.4,1884.239,2046.685,1947.842,5.31,2.72,3.94,10
i160-211.stp,5305.0,5305.0,5305.0,1070.161,1105.743,1085.074,0.08,0.0,0.02,10
i160-212.stp,5489.0,5493.0,5489.4,1132.218,1173.777,1155.88,0.2,0.13,0.19,10
i160-213.stp,5300.0,5300.0,5300.0,1087.483,1104.598,1096.648,0.02,0.0,0.0,10
i160-214.stp,5524.0,5524.0,5524.0,1061.996,1096.921,1079.805,0.05,0.05,0.05,10
i160-215.stp,5328.0,5328.0,5328.0,1007.066,1016.8,1010.611,0.0,0.0,0.0,10
i160-221.stp,3597.0,3597.0,3597.0,1679.719,1693.384,1685.176,0.0,0.0,0.0,10
i160-222.stp,3575.0,3575.0,3575.0,1694.883,1955.939,1725.274,0.0,0.0,0.0,10
i160-223.stp,3578.0,3578.0,3578.0,1690.208,1702.686,1697.352,0.0,0.0,0.0,10
i160-224.stp,3613.0,3613.0,3613.0,1806.55,1816.739,1810.955,0.0,0.0,0.0,10
i160-225.stp,3599.0,3599.0,3599.0,1728.881,1743.792,1737.072,0.0,0.0,0.0,10
i160-231.stp,6033.0,6033.0,6033.0,844.773,879.205,866.156,0.02,0.0,0.01,10
i160-232.stp,6535.0,6541.0,6538.1,2064.873,2282.835,2197.305,10.76,4.27,6.88,10
i160-233.stp,6268.0,6363.0,6285.7,2261.68,2470.039,2374.65,6.8,1.95,5.66,10
i160-234.stp,6498.0,6498.0,6498.0,694.035,737.954,720.342,3.0,3.0,3.0,10
i160-235.stp,6690.0,6857.0,6709.6,1315.144,1390.773,1361.913,6.4,0.01,3.6,10
i160-241.stp,4428.0,4428.0,4428.0,1570.145,1589.024,1576.543,0.0,0.0,0.0,10
i160-242.stp,4438.0,4438.0,4438.0,1706.031,1718.95,1711.128,0.0,0.0,0.0,10
i160-243.stp,4433.0,4433.0,4433.0,1665.914,1680.51,1675.268,0.0,0.0,0.0,10
i160-244.stp,4307.0,4307.0,4307.0,1381.501,1391.811,1385.313,0.0,0.0,0.0,10
i160-245.stp,4532.0,4532.0,4532.0,1817.085,1827.277,1823.286,0.0,0.0,0.0,10
i160-301.stp,11901.0,11931.0,11914.1,5206.511,5696.042,5388.433,9.04,3.3,5.84,10
i160-302.stp,11518.0,11596.0,11571.7,5320.651,5791.623,5559.354,6.98,2.45,4.1,10
i160-303.stp,11364.0,11445.0,11387.0,4083.335,4405.012,4221.194,7.02,2.04,4.85,10
i160-304.stp,11374.0,11513.0,11442.4,5210.212,5704.254,5469.62,8.23,2.43,6.05,10
i160-305.stp,11009.0,11017.0,11012.5,4981.365,5314.187,5181.971,7.18,2.76,4.78,10
i160-311.stp,8864.0,8864.0,8864.0,3043.577,3258.217,3169.228,1.99,0.06,1.13,10
i160-312.stp,8770.0,8770.0,8770.0,3778.658,3970.607,3913.834,1.85,0.0,1.2,10
i160-313.stp,8552.0,8552.0,8552.0,2665.432,2702.604,2686.914,0.05,0.0,0.04,10
i160-314.stp,8388.0,8388.0,8388.0,2101.619,2138.826,2118.235,1.04,0.0,0.1,10
i160-315.stp,8959.0,8959.0,8959.0,2873.478,3027.258,2982.915,1.05,0.01,0.71,10
i160-321.stp,5963.0,5963.0,5963.0,4322.711,4345.166,4338.468,0.0,0.0,0.0,10
i160-322.stp,6009.0,6009.0,6009.0,4307.817,4339.989,4323.053,0.0,0.0,0.0,10
i160-323.stp,5972.0,5972.0,5972.0,4377.54,4408.986,4395.958,0.0,0.0,0.0,10
i160-324.stp,6021.0,6021.0,6021.0,4395.351,4447.708,4418.074,0.0,0.0,0.0,10
i160-325.stp,6048.0,6048.0,6048.0,4301.007,4347.294,4315.259,0.0,0.0,0.0,10
i160-331.stp,10307.0,10400.0,10346.7,5575.744,5905.762,5736.233,8.78,4.11,6.25,10
i160-332.stp,10643.0,10723.0,10655.0,3931.671,4270.579,4081.758,4.99,0.98,3.15,10
i160-333.stp,10499.0,10630.0,10565.5,4480.557,4891.25,4699.311,5.45,1.15,3.53,10
i160-334.stp,10311.0,10394.0,10324.8,5056.122,5460.367,5238.54,8.82,2.25,6.6,10
i160-335.stp,10506.0,10602.0,10538.0,4241.746,4590.656,4370.715,6.09,2.73,4.45,10
i160-341.stp,7397.0,7397.0,7397.0,4033.656,4069.438,4044.077,0.0,0.0,0.0,10
i160-342.stp,7485.0,7485.0,7485.0,4717.091,4737.016,4727.69,0.0,0.0,0.0,10
i160-343.stp,7554.0,7554.0,7554.0,4122.855,4163.858,4143.383,0.0,0.0,0.0,10
i160-344.stp,7637.0,7637.0,7637.0,4027.713,4036.732,4032.749,0.0,0.0,0.0,10
i160-345.stp,7356.0,7356.0,7356.0,3692.886,3722.04,3705.113,0.0,0.0,0.0,10
i320-001.stp,2748.0,2748.0,2748.0,408.306,409.834,409.116,0.51,0.0,0.41,10
i320-002.stp,2862.0,2862.0,2862.0,426.516,452.934,438.311,3.11,2.62,3.02,10
i320-003.stp,2161.0,2161.0,2161.0,197.927,198.945,198.383,0.0,0.0,0.0,10
i320-004.stp,2875.0,2875.0,2875.0,230.137,233.214,231.3,0.0,0.0,0.0,10
i320-005.stp,2792.0,2792.0,2792.0,266.254,268.246,267.331,0.0,0.0,0.0,10
i320-011.stp,1854.0,1854.0,1854.0,257.886,259.105,258.446,0.0,0.0,0.0,10
i320-012.stp,1789.0,1789.0,1789.0,291.125,293.421,292.051,0.0,0.0,0.0,10
i320-013.stp,1878.0,1878.0,1878.0,322.325,324.871,323.25,0.0,0.0,0.0,10
i320-014.stp,1858.0,1858.0,1858.0,304.695,307.129,305.274,0.0,0.0,0.0,10
i320-015.stp,1781.0,1781.0,1781.0,323.569,326.946,324.439,0.0,0.0,0.0,10
i320-021.stp,1191.0,1191.0,1191.0,667.365,670.859,668.971,0.0,0.0,0.0,10
i320-022.stp,1209.0,1209.0,1209.0,585.683,589.78,587.354,0.0,0.0,0.0,10
i320-023.stp,1196.0,1196.0,1196.0,588.714,593.305,591.434,0.0,0.0,0.0,10
i320-024.stp,1203.0,1203.0,1203.0,680.641,686.521,682.421,0.0,0.0,0.0,10
i320-025.stp,1212.0,1212.0,1212.0,696.435,702.77,698.477,0.0,0.0,0.0,10
i320-031.stp,2577.0,2577.0,2577.0,359.785,362.142,360.847,0.0,0.0,0.0,10
i320-032.stp,2379.0,2379.0,2379.0,240.599,242.179,241.43,0.0,0.0,0.0,10
i320-033.stp,2587.0,2587.0,2587.0,209.693,215.317,212.287,0.0,0.0,0.0,10
i320-034.stp,2525.0,2525.0,2525.0,351.182,353.655,352.744,0.0,0.0,0.0,10
i320-035.stp,2276.0,2276.0,2276.0,273.999,276.654,275.287,0.0,0.0,0.0,10
i320-041.stp,1473.0,1473.0,1473.0,674.011,678.14,675.706,0.0,0.0,0.0,10
i320-042.stp,1463.0,1463.0,1463.0,734.006,738.856,735.828,0.0,0.0,0.0,10
i320-043.stp,1372.0,1372.0,1372.0,411.045,414.541,412.871,0.0,0.0,0.0,10
i320-044.stp,1458.0,1458.0,1458.0,581.234,582.867,582.035,0.0,0.0,0.0,10
i320-045.stp,1563.0,1563.0,1563.0,910.008,914.543,911.977,0.0,0.0,0.0,10
i320-101.stp,5563.0,5563.0,5563.0,1672.9,1873.518,1784.77,9.56,9.22,9.37,10
i320-102.stp,5360.0,5360.0,5360.0,1003.988,1080.285,1033.028,8.77,0.26,1.54,10
i320-103.stp,6169.0,6169.0,6169.0,914.494,980.686,950.919,3.02,0.11,1.96,10
i320-104.stp,5678.0,5678.0,5678.0,1728.943,1917.278,1816.207,6.29,0.14,2.28,10
i320-105.stp,6149.0,6149.0,6149.0,1627.588,1752.105,1701.076,3.03,1.93,2.92,10
i320-111.stp,4251.0,4251.0,4251.0,998.574,1001.622,1000.158,0.0,0.0,0.0,10
i320-112.stp,3674.0,3674.0,3674.0,1033.587,1064.441,1046.341,2.39,2.34,2.34,10
i320-113.stp,3742.0,3742.0,3742.0,792.58,799.413,796.258,0.0,0.0,0.0,10
i320-114.stp,3758.0,3758.0,3758.0,836.095,841.008,838.563,0.0,0.0,0.0,10
i320-115.stp,4138.0,4138.0,4138.0,980.535,983.911,982.278,0.0,0.0,0.0,10
i320-121.stp,2596.0,2596.0,2596.0,2371.41,2387.996,2379.165,0.0,0.0,0.0,10
i320-122.stp,2592.0,2592.0,2592.0,2150.603,2179.636,2162.149,0.0,0.0,0.0,10
i320-123.stp,2593.0,2593.0,2593.0,2319.404,2329.275,2324.134,0.0,0.0,0.0,10
i320-124.stp,2597.0,2597.0,2597.0,2223.572,2234.204,2228.885,0.0,0.0,0.0,10
i320-125.stp,2583.0,2583.0,2583.0,2383.15,2402.185,2390.564,0.0,0.0,0.0,10
i320-131.stp,4978.0,4978.0,4978.0,683.541,687.255,685.598,0.0,0.0,0.0,10
i320-132.stp,4852.0,4852.0,4852.0,1081.161,1090.062,1086.02,1.84,1.84,1.84,10
i320-133.stp,4662.0,4662.0,4662.0,566.101,574.654,570.432,0.04,0.0,0.03,10
i320-134.stp,5270.0,5347.0,5277.7,1547.22,1810.368,1702.243,5.3,0.11,2.53,10
i320-135.stp,5573.0,5573.0,5573.0,2256.595,2391.732,2310.094,2.71,1.33,2.43,10
i320-141.stp,3278.0,3278.0,3278.0,2148.188,2161.861,2156.174,0.0,0.0,0.0,10
i320-142.stp,3308.0,3308.0,3308.0,2629.175,2649.514,2638.734,0.0,0.0,0.0,10
i320-143.stp,3314.0,3314.0,3314.0,2635.624,2658.178,2641.906,0.0,0.0,0.0,10
i320-144.stp,3133.0,3133.0,3133.0,1993.934,2010.448,2003.071,0.0,0.0,0.0,10
i320-145.stp,3303.0,3303.0,3303.0,2269.4,2296.104,2280.386,0.0,0.0,0.0,10
i320-201.stp,9991.0,10068.0,10040.7,5865.904,6578.744,6214.472,10.5,4.15,7.92,10
i320-202.stp,11232.0,11243.0,11237.3,5264.382,5742.347,5533.916,5.26,1.89,3.97,10
i320-203.stp,10154.0,10216.0,10209.1,5235.863,5680.917,5495.604,8.12,4.43,6.55,10
i320-204.stp,9894.0,10162.0,10028.4,4728.204,5159.804,4979.375,9.64,5.56,7.5,10
i320-205.stp,10479.0,10495.0,10481.3,4966.444,5356.166,5107.641,6.13,2.18,3.81,10
i320-211.stp,7582.0,7582.0,7582.0,2314.539,2331.781,2321.862,0.0,0.0,0.0,10
i320-212.stp,7746.0,7746.0,7746.0,2689.071,2823.524,2754.951,0.22,0.0,0.09,10
i320-213.stp,7176.0,7176.0,7176.0,2197.761,2207.928,2204.108,0.0,0.0,0.0,10
i320-214.stp,7662.0,7662.0,7662.0,3494.766,3572.087,3541.465,0.18,0.05,0.11,10
i320-215.stp,7937.0,7937.0,7937.0,3443.767,3583.64,3522.756,1.07,0.01,0.44,10
i320-221.stp,5119.0,5119.0,5119.0,6981.166,7048.032,7008.37,0.0,0.0,0.0,10
i320-222.stp,5103.0,5103.0,5103.0,6570.32,6619.309,6596.542,0.0,0.0,0.0,10
i320-223.stp,5050.0,5050.0,5050.0,7040.66,7091.536,7071.766,0.0,0.0,0.0,10
i320-224.stp,5045.0,5045.0,5045.0,6954.901,7074.093,6984.635,0.0,0.0,0.0,10
i320-225.stp,5099.0,5099.0,5099.0,6772.674,6818.029,6796.219,0.0,0.0,0.0,10
i320-231.stp,9754.0,9809.0,9775.9,5432.629,5917.889,5692.316,6.26,4.71,5.82,10
i320-232.stp,9640.0,9741.0,9687.7,5259.333,5643.636,5457.132,7.49,2.26,5.61,10
i320-233.stp,9791.0,9883.0,9838.5,5369.841,5893.222,5665.033,9.39,3.67,6.37,10
i320-234.stp,9430.0,9430.0,9430.0,6778.653,7185.813,6920.246,8.63,6.07,7.71,10
i320-235.stp,9843.0,9937.0,9872.5,4775.829,5195.393,4913.603,7.77,4.55,6.07,10
i320-241.stp,6169.0,6169.0,6169.0,5980.274,6014.125,5993.325,0.0,0.0,0.0,10
i320-242.stp,6327.0,6327.0,6327.0,6097.893,6165.977,6119.947,0.0,0.0,0.0,10
i320-243.stp,6238.0,6238.0,6238.0,6697.186,6738.816,6716.271,0.0,0.0,0.0,10
i320-244.stp,6217.0,6217.0,6217.0,5996.619,6061.756,6021.194,0.0,0.0,0.0,10
i320-245.stp,5878.0,5878.0,5878.0,4912.273,4936.432,4926.099,0.0,0.0,0.0,10
i320-301.stp,23189.0,23324.0,23270.7,26250.617,27538.928,26844.637,7.38,4.03,5.44,10
i320-302.stp,23674.0,23805.0,23751.1,28327.416,29224.304,28806.529,8.74,4.44,6.3,10
i320-303.stp,22732.0,22890.0,22828.5,26058.26,28525.439,27011.52,8.25,3.27,5.4,10
i320-304.stp,23425.0,23671.0,23568.0,23374.472,26645.878,24945.168,6.95,2.61,4.84,10
i320-305.stp,22560.0,22770.0,22684.7,25445.856,27471.435,26741.246,7.21,3.17,4.98,10
i320-311.stp,18128.0,18212.0,18159.8,20404.495,21108.178,20834.439,2.66,1.94,2.39,10
i320-312.stp,17935.0,18054.0,17997.2,19833.714,20886.031,20460.404,3.21,1.33,2.53,10
i320-313.stp,18124.0,18397.0,18345.0,18056.948,18757.803,18439.129,3.18,0.79,1.52,10
i320-314.stp,18243.0,18334.0,18301.0,20212.867,20636.434,20401.53,2.42,1.15,1.99,10
i320-315.stp,17969.0,17969.0,17969.0,13632.313,13900.93,13780.628,1.14,0.38,0.83,10
i320-321.stp,12037.0,12037.0,12037.0,32234.55,32464.585,32358.181,0.0,0.0,0.0,10
i320-322.stp,11991.0,11991.0,11991.0,32040.98,32196.686,32129.992,0.0,0.0,0.0,10
i320-323.stp,12004.0,12004.0,12004.0,31711.504,32088.023,31858.039,0.0,0.0,0.0,10
i320-324.stp,11949.0,11949.0,11949.0,32199.525,32376.606,32300.965,0.0,0.0,0.0,10
i320-325.stp,11959.0,11959.0,11959.0,32111.39,32333.716,32220.831,0.0,0.0,0.0,10
i320-331.stp,21918.0,22054.0,21990.2,41740.098,44551.388,43136.628,7.31,4.87,6.26,10
i320-332.stp,21486.0,21612.0,21568.3,27568.168,28922.716,28459.236,4.87,3.19,4.05,10
i320-333.stp,21131.0,21409.0,21270.9,35926.475,38757.248,37581.435,8.22,4.82,6.77,10
i320-334.stp,21601.0,21912.0,21797.4,39236.46,41146.629,40160.036,9.77,3.95,7.11,10
i320-335.stp,21315.0,21440.0,21377.4,36263.409,38210.087,37475.429,7.98,3.73,5.46,10
i320-341.stp,15328.0,15328.0,15328.0,33139.967,33634.178,33259.781,0.0,0.0,0.0,10
i320-342.stp,15131.0,15131.0,15131.0,33317.891,33475.204,33397.319,0.0,0.0,0.0,10
i320-343.stp,14559.0,14559.0,14559.0,28793.253,28972.464,28871.652,0.0,0.0,0.0,10
i320-344.stp,14895.0,14895.0,14895.0,30083.693,30261.288,30154.27,0.0,0.0,0.0,10
i320-345.stp,14872.0,14872.0,14872.0,29259.339,29822.692,29404.801,0.0,0.0,0.0,10
i640-001.stp,4265.0,4265.0,4265.0,733.35,793.609,769.081,0.16,0.05,0.15,10
i640-002.stp,3592.0,3592.0,3592.0,426.273,435.72,431.346,0.0,0.0,0.0,10
i640-003.stp,3660.0,3660.0,3660.0,478.82,482.442,480.721,0.0,0.0,0.0,10
i640-004.stp,3759.0,3759.0,3759.0,306.48,310.66,308.247,0.0,0.0,0.0,10
i640-005.stp,4346.0,4346.0,4346.0,1361.485,1492.32,1417.244,2.75,0.0,1.65,10
i640-011.stp,2365.0,2365.0,2365.0,585.823,598.861,588.638,0.0,0.0,0.0,10
i640-012.stp,2517.0,2517.0,2517.0,968.658,1046.436,995.146,0.24,0.0,0.05,10
i640-013.stp,2163.0,2163.0,2163.0,575.131,580.816,577.899,0.0,0.0,0.0,10
i640-014.stp,2270.0,2270.0,2270.0,622.523,626.398,623.624,0.0,0.0,0.0,10
i640-015.stp,2252.0,2252.0,2252.0,968.189,973.393,971.132,0.09,0.09,0.09,10
i640-021.stp,1408.0,1408.0,1408.0,2017.715,2080.449,2029.344,0.0,0.0,0.0,10
i640-022.stp,1376.0,1376.0,1376.0,2974.823,3041.715,2988.989,0.0,0.0,0.0,10
i640-023.stp,1393.0,1393.0,1393.0,2390.33,2418.227,2401.761,0.0,0.0,0.0,10
i640-024.stp,1412.0,1412.0,1412.0,2967.915,2974.359,2971.709,0.0,0.0,0.0,10
i640-025.stp,1411.0,1411.0,1411.0,2307.496,2322.963,2313.533,0.0,0.0,0.0,10
i640-031.stp,3160.0,3160.0,3160.0,391.81,394.88,393.202,0.0,0.0,0.0,10
i640-032.stp,2956.0,2956.0,2956.0,299.562,301.893,300.832,0.0,0.0,0.0,10
i640-033.stp,2985.0,2985.0,2985.0,298.935,301.214,299.869,0.0,0.0,0.0,10
i640-034.stp,2782.0,2782.0,2782.0,537.815,543.583,539.878,0.0,0.0,0.0,10
i640-035.stp,3566.0,3566.0,3566.0,624.602,647.505,629.991,0.0,0.0,0.0,10
i640-041.stp,1652.0,1652.0,1652.0,2029.472,2042.047,2034.317,0.0,0.0,0.0,10
i640-042.stp,1752.0,1752.0,1752.0,2414.739,2429.085,2424.124,0.0,0.0,0.0,10
i640-043.stp,1748.0,1748.0,1748.0,2290.388,2334.501,2301.048,0.0,0.0,0.0,10
i640-044.stp,1749.0,1749.0,1749.0,2017.906,2036.878,2023.519,0.0,0.0,0.0,10
i640-045.stp,1740.0,1740.0,1740.0,2104.121,2117.041,2108.563,0.0,0.0,0.0,10
i640-101.stp,9158.0,9257.0,9226.3,5335.457,5827.206,5607.497,6.8,1.54,4.4,10
i640-102.stp,9376.0,9493.0,9419.6,6332.846,6805.645,6514.181,8.51,4.22,6.4,10
i640-103.stp,9024.0,9130.0,9065.9,7818.968,8482.238,8244.905,12.67,8.2,10.77,10
i640-104.stp,8960.0,9027.0,8989.2,5299.867,5576.38,5392.208,8.27,6.65,7.45,10
